"","peel","SSB","F","index","year"
"145",4,6177.1291449316,0.249769931021769,25,2004
"146",4,5684.06920478006,0.163101408932329,26,2005
"147",4,6226.25484984844,0.168659036935643,27,2006
"148",4,7592.39872148991,0.109611782998295,28,2007
"149",4,10073.5755525045,0.135589761212081,29,2008
"150",4,12106.4164557025,0.125924655626203,30,2009
"151",4,13434.6236283101,0.122686930557073,31,2010
"152",4,14741.0300671003,0.0619536319589803,32,2011
"153",4,13421.6733391032,0.0635235202100787,33,2012
"154",4,12170.5215885856,0.0591188738426583,34,2013
"155",4,15441.5822783485,0.0454207845547189,35,2014
"156",4,17785.0407427257,0.0445547669330553,36,2015
"157",4,22244.630975681,0.0323971306030147,37,2016
"158",4,24391.1546748105,0.0304744675259117,38,2017
"159",5,28983.5902261369,0.365042652694645,1,1980
"160",5,26603.6738821363,0.254742012123528,2,1981
"161",5,21036.232851455,0.446741091386796,3,1982
"162",5,17651.6939122085,0.541478806932483,4,1983
"163",5,11712.7841318427,0.700738072557819,5,1984
"164",5,8891.98593437593,0.832158131115531,6,1985
"165",5,6230.01089176116,0.444870584913497,7,1986
"166",5,5429.47526026167,0.530898800611196,8,1987
"167",5,4627.06834133481,0.521236057272378,9,1988
"168",5,4145.41381101452,0.363227285630629,10,1989
"169",5,4884.51413875173,0.427419438142686,11,1990
"170",5,5642.57740772766,0.4011348111512,12,1991
"171",5,7082.031374129,0.457402971230127,13,1992
"172",5,7427.78835449289,0.50567202125633,14,1993
"173",5,6966.83008580173,0.596457669033923,15,1994
"174",5,8011.72384368369,0.403338542409391,16,1995
"175",5,8381.4988561339,0.29293164013287,17,1996
"176",5,7926.14842275896,0.362145681316873,18,1997
"177",5,8265.5844800937,0.298719128615196,19,1998
"178",5,9167.90047150562,0.235519508329357,20,1999
"179",5,12517.7669310302,0.19413826141688,21,2000
"180",5,12855.9705347429,0.236924687599805,22,2001
"181",5,10041.2944706179,0.277019609312625,23,2002
"182",5,7068.21770914524,0.258971098065276,24,2003
"183",5,6215.49576238844,0.25018721698362,25,2004
"184",5,5692.84161358954,0.162904028596168,26,2005
"185",5,6224.10378121261,0.170469325174016,27,2006
"186",5,7551.02513444098,0.11237779264923,28,2007
"187",5,9981.92952210761,0.14074004564684,29,2008
"188",5,11643.281917062,0.130083678619284,30,2009
"189",5,12860.1932710071,0.128652163887949,31,2010
"190",5,14157.7490505839,0.0642552697513567,32,2011
"191",5,12899.1713752599,0.06566952474959,33,2012
"192",5,11645.5263838837,0.0612101107118135,34,2013
"193",5,14785.0148802611,0.0469184137127323,35,2014
"194",5,17015.3832861849,0.0459465630681574,36,2015
"195",5,21305.9389343632,0.0332779825928808,37,2016
"196",6,29015.1623982629,0.365627301144975,1,1980
"197",6,26719.2448329948,0.254148136365854,2,1981
"198",6,21047.1020778918,0.448228748691342,3,1982
"199",6,17727.3488298077,0.543459820150376,4,1983
"200",6,11718.3614131061,0.706832335924982,5,1984
"201",6,8924.46895089937,0.843681843303403,6,1985
"202",6,6240.64860789106,0.445142406972945,7,1986
"203",6,5432.33365699003,0.532340968254107,8,1987
"204",6,4628.72939625363,0.524112663586526,9,1988
"205",6,4146.76808629631,0.365921774038872,10,1989
"206",6,4901.13608499106,0.435595565385764,11,1990
"207",6,5645.90650999522,0.403507569388301,12,1991
"208",6,7101.21638520829,0.458323010827362,13,1992
"209",6,7467.19695390364,0.506817348084537,14,1993
"210",6,6986.44514184983,0.598168599331092,15,1994
"211",6,8065.91459551086,0.405405734188756,16,1995
"212",6,8427.048417363,0.292378446352641,17,1996
"213",6,7948.62765351676,0.365273251502349,18,1997
"214",6,8295.50790228146,0.298450757378304,19,1998
"215",6,9194.47613236392,0.236238980718294,20,1999
"216",6,12585.1122470356,0.194022010098323,21,2000
"217",6,12940.8897746071,0.236379360631251,22,2001
"218",6,10111.0595201453,0.276024418904811,23,2002
"219",6,7083.78663066187,0.25917305243602,24,2003
"220",6,6251.72201477178,0.251320571733865,25,2004
"221",6,5716.33757867675,0.162472327754025,26,2005
"222",6,6256.36716399268,0.170408178606213,27,2006
"223",6,7573.34876248727,0.11365952440195,28,2007
"224",6,10037.7138988768,0.141884635406229,29,2008
"225",6,11822.876874746,0.131284032863177,30,2009
"226",6,12983.7117773896,0.13153278915759,31,2010
"227",6,14210.7668894331,0.0649346049490694,32,2011
"228",6,12915.8872279559,0.0657607133224745,33,2012
"229",6,11595.3825592349,0.0618274288755451,34,2013
"230",6,14484.0761110927,0.0487481656966871,35,2014
"231",6,16516.0594061744,0.0504255778411278,36,2015
"232",7,28902.1266650626,0.367317945317368,1,1980
"233",7,26538.8807079222,0.255472025646152,2,1981
"234",7,20991.9455147263,0.449036250681678,3,1982
"235",7,17645.6959067135,0.547324338183592,4,1983
"236",7,11711.7079865666,0.705841406139632,5,1984
"237",7,8891.07946268121,0.853732663268044,6,1985
"238",7,6221.71860520723,0.446485090504051,7,1986
"239",7,5415.04245425377,0.533490505170842,8,1987
"240",7,4608.90002195704,0.525751393884491,9,1988
"241",7,4135.89701720439,0.363712951477104,10,1989
"242",7,4885.32960238302,0.434242953586943,11,1990
"243",7,5644.63480001469,0.401418662618553,12,1991
"244",7,7076.22652960119,0.458340052058556,13,1992
"245",7,7418.31392272533,0.511129875745896,14,1993
"246",7,6957.65236874733,0.604148292971006,15,1994
"247",7,8011.28579701049,0.408087872138554,16,1995
"248",7,8380.8533889956,0.294897370425894,17,1996
"249",7,7924.51433689268,0.369826679031835,18,1997
"250",7,8258.80095808877,0.301180723164669,19,1998
"251",7,9158.37359939529,0.237796545627375,20,1999
"252",7,12483.9184454915,0.194964412221571,21,2000
"253",7,12838.0690150202,0.238722951586882,22,2001
"254",7,10033.322408855,0.280375902482489,23,2002
"255",7,7055.0257218406,0.263524539622026,24,2003
"256",7,6206.81926654451,0.256523310041082,25,2004
"257",7,5674.23545893601,0.165170775641119,26,2005
"258",7,6215.95005463323,0.173984198190605,27,2006
"259",7,7559.49289435845,0.114729998433951,28,2007
"260",7,10049.2674711157,0.143119199464388,29,2008
"261",7,11981.0770436318,0.13180247670353,30,2009
"262",7,13189.080574034,0.130868036022146,31,2010
"263",7,14348.0615839628,0.0645072887827725,32,2011
"264",7,13031.334989311,0.0651005411938781,33,2012
"265",7,11689.0150108833,0.0612608586020738,34,2013
"266",7,14472.5282649313,0.0482017528174094,35,2014
