"","peel","SSB","F","index","year"
"174",5,18525.7960922475,0.329506795985006,16,1995
"175",5,18101.8417606256,0.261531940881983,17,1996
"176",5,15557.5557260828,0.339939693105777,18,1997
"177",5,16920.0819665884,0.311059271376705,19,1998
"178",5,18311.7391398732,0.257946699289907,20,1999
"179",5,26535.5949216226,0.180078584768026,21,2000
"180",5,28288.9456010515,0.205684412937618,22,2001
"181",5,23571.374585031,0.225541030277567,23,2002
"182",5,15700.3203089876,0.224265693034005,24,2003
"183",5,13533.1806017665,0.201987163652705,25,2004
"184",5,11770.2661701893,0.149293922069608,26,2005
"185",5,14919.0201679852,0.140261990684926,27,2006
"186",5,15743.5151146697,0.0990028071212945,28,2007
"187",5,21049.3349291453,0.126102365540506,29,2008
"188",5,24252.6353100537,0.117809779610447,30,2009
"189",5,26679.0154901447,0.118415497548525,31,2010
"190",5,32828.6040995075,0.054132163355013,32,2011
"191",5,28232.7100051638,0.0600749482050907,33,2012
"192",5,22476.3670263956,0.0626271816282508,34,2013
"193",5,32243.2805607753,0.0424012366759424,35,2014
"194",5,34555.0494134724,0.0458984776697502,36,2015
"195",5,45779.2579124072,0.0307961228209413,37,2016
"196",6,60432.8428025253,0.352543417716411,1,1980
"197",6,55705.7139844656,0.240005846098261,2,1981
"198",6,39453.5225589761,0.482782999476196,3,1982
"199",6,37581.4065360492,0.467461359299525,4,1983
"200",6,23394.1891329217,0.685645074986537,5,1984
"201",6,18364.0876864638,0.722354159848222,6,1985
"202",6,13272.2604458133,0.411428917760886,7,1986
"203",6,11569.3571306436,0.499931390838263,8,1987
"204",6,10382.2211910125,0.462528734342922,9,1988
"205",6,8799.48293525458,0.357710605538372,10,1989
"206",6,11632.1221053977,0.395551639047119,11,1990
"207",6,11390.5933182472,0.419200280145204,12,1991
"208",6,14390.0923883225,0.46646710437237,13,1992
"209",6,16492.5053641836,0.4884469977309,14,1993
"210",6,17566.710108849,0.506206194480171,15,1994
"211",6,18584.0941604425,0.331187008013109,16,1995
"212",6,18178.0157515255,0.261216350599514,17,1996
"213",6,15598.4571662228,0.341549175822175,18,1997
"214",6,17020.8647621637,0.309958509681389,19,1998
"215",6,18363.6671359641,0.258643004370965,20,1999
"216",6,26638.742215157,0.180262968442055,21,2000
